Process Date,Process ID,ProcessDate_ProcessID,Artifact type,Analysis,Artifact name,Concentration,Fragment length
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Parad - GMSMyeloidv1.0,6392-20,42.1,561
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Oparad - MPN - GMSMyeloidv1.0,6518-20,40.8,581
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Oparad - MPN - GMSMyeloidv1.0,6520-20,40.7,583
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6363-20,46.9,554
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6547-20,46.7,568
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6511-20,35.6,574
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6480-20,33,595
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6039-20-v2,38.6,583
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6508-20,31.4,583
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6503-20,38,582
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Oparad - KLL - GMSMyeloidv1.0,6578-20,45.3,584
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Parad - GMSMyeloidv1.0,6570-20,38.5,579
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Oparad - MPN - GMSMyeloidv1.0,6637-20,40.5,577
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Oparad - MPN - GMSMyeloidv1.0,6588-20,42.4,592
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Parad - GMSMyeloidv1.0,4308-20-v2,41.2,565
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6447-20,34.9,583
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6322-20,36,564
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Oparad - MPN - GMSMyeloidv1.0,6362-20,44.4,556
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6364-20,40.7,555
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Parad - GMSMyeloidv1.0,6339-20,41.5,569
2020-07-29,24-99661,2020-07-29_24-99661,pool,TwistMyeloid,TwistMyeloid_27-71670,7.01,615
2020-07-29,24-99661,2020-07-29_24-99661,pool,TwistMyeloid,TwistMyeloid_27-71671,6.77,604
2020-07-29,24-99661,2020-07-29_24-99661,pool,TwistHereditarySolid,TwistHereditarySolid_27-71668,9.72,601
2020-07-29,24-99661,2020-07-29_24-99661,pool,TwistHereditarySolid,TwistHereditarySolid_27-71669,9.87,612
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - KLL - GMSMyeloidv1.0,6743-20,29.1,560
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6580-20,34.6,535
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6596-20,35.3,554
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6599-20,33.3,539
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6653-20,20.4,582
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,2686-19-v3,31.4,572
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6344-20,35.1,559
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6380-20,37.4,556
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6381-20,35.4,570
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - KLL - GMSMyeloidv1.0,6471-20,29.1,547
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - MPN - GMSMyeloidv1.0,6642-20,31.9,554
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - KLL - GMSMyeloidv1.0,6644-20,30,572
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,11400-19-v5,30.6,571
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6078-20,28.3,569
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6579-20,36.3,563
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - MPN - GMSMyeloidv1.0,6774-20,32.7,568
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6568-20,35.4,559
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6567-20,32,570
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - KLL - GMSMyeloidv1.0,6744-20,31.7,572
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - KLL - GMSMyeloidv1.0,6752-20,33.7,563
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6284-20,32.7,567
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,4658-20,33.1,565
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6535-20,34.2,571
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6530-20,33.3,594
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6604-20,33,550
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6603-20,33,583
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Parad - GMSMyeloidv1.0,6777-20,35.6,566
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - KLL - GMSMyeloidv1.0,6665-20,33.2,566
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - MPN - GMSMyeloidv1.0,6706-20,32.2,570
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - MPN - GMSMyeloidv1.0,6707-20,29.8,572
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - MPN - GMSMyeloidv1.0,6763-20,32.6,560
2020-08-04,24-100127,2020-08-04_24-100127,analyte,Oparad - MPN - GMSMyeloidv1.0,6742-20,30.1,544
2020-08-05,24-100239,2020-08-05_24-100239,pool,TwistMyeloid,TwistMyeloid_27-72095,7.36,653
2020-08-05,24-100239,2020-08-05_24-100239,pool,TwistMyeloid,TwistMyeloid_27-72094,5.89,662
2020-08-05,24-100239,2020-08-05_24-100239,pool,TwistMyeloid,TwistMyeloid_27-72097,8.94,628
2020-08-05,24-100239,2020-08-05_24-100239,pool,TwistMyeloid,TwistMyeloid_27-72096,7.81,658
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,37.3,562
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,39.3,572
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6723-20,36.3,550
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6724-20,38,562
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6748-20,33.2,562
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6751-20,30.7,584
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6654-20,37.6,560
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6810-20,45.9,553
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6811-20,42,555
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,43,551
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6700-20,36.2,554
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6714-20,41.3,571
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,422-20-v3,31,593
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6699-20,32.4,550
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6728-20,48.9,556
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6729-20,35.2,560
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6718-20,33.8,565
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6719-20,41.8,577
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6761-20,28.4,569
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6762-20,42.5,567
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6625-20,45,595
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6854-20,46.3,578
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6828-20,46.1,561
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6809-20,31.8,592
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6807-20,29.2,574
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6767-20,37.6,591
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Oparad - MPN - GMSMyeloidv1.0,6804-20,20.1,544
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6849-20,50.6,563
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,6829-20,45,585
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Parad - GMSMyeloidv1.0,7048-20,38.5,580
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Oparad - MPN - GMSMyeloidv1.0,6798-20,28.6,573
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6685-20,44.9,574
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,42.4,580
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,37.9,576
2020-08-11,24-100801,2020-08-11_24-100801,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6712-20,40.2,556
2020-08-12,24-100837,2020-08-12_24-100837,pool,TwistMyeloid,TwistMyeloid_27-72502,7.16,587
2020-08-12,24-100837,2020-08-12_24-100837,pool,TwistMyeloid,TwistMyeloid_27-72503,6.69,584
2020-08-12,24-100837,2020-08-12_24-100837,pool,TwistMyeloid,TwistMyeloid_27-72501,7.48,591
2020-08-12,24-100837,2020-08-12_24-100837,pool,TwistHereditarySolid,TwistHereditarySolid_27-72505,9.45,556
2020-08-12,24-100837,2020-08-12_24-100837,pool,TwistMyeloid,TwistMyeloid_27-72504,6.26,587
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,7064-20,39.1,566
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,7033-20,40.3,577
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,7030-20,40.3,603
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,6981-20,33,559
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,7067-20,41,596
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,7066-20,43.7,573
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,7065-20,48.4,577
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Oparad - MPN - GMSMyeloidv1.0,7223-20,15,573
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,6856-20,36.2,557
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Oparad - Annat - GMSMyeloidv1.0,10800-17-v2,39.3,571
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,6855-20,35.8,557
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Parad - GMSMyeloidv1.0,6984-20,37,577
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Oparad - KLL - GMSMyeloidv1.0,7093-20,36,545
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Oparad - KLL - GMSMyeloidv1.0,7110-20,36.6,570
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Oparad - KLL - GMSMyeloidv1.0,7137-20,36,597
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Oparad - KLL - GMSMyeloidv1.0,7168-20,34,587
2020-08-18,24-101369,2020-08-18_24-101369,analyte,Oparad - KLL - GMSMyeloidv1.0,7169-20,14,593
2020-08-19,24-101562,2020-08-19_24-101562,pool,TwistMyeloid,TwistMyeloid_27-73061,6.7,618
2020-08-19,24-101562,2020-08-19_24-101562,pool,TwistMyeloid,TwistMyeloid_27-73064,5.47,549
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7155-20,36.8,600
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7154-20,34,566
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7057-20,32.4,582
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7021-20,32,590
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7070-20,29.3,589
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7018-20,29.7,582
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7094-20,32.6,567
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7073-20,30.7,603
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7149-20,34,570
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7125-20,31.6,574
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7227-20,40.4,556
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7195-20,33.8,601
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7198-20,33.5,577
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7205-20,35.3,569
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7207-20,33.2,579
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7157-20,31.6,593
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7170-20,30.6,583
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7183-20,33.2,603
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7184-20,31.4,598
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6779-20,27.1,589
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6792-20,32.8,558
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6782-20,33.3,575
2020-08-20,24-101670,2020-08-20_24-101670,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6975-20,40.2,554
2020-08-21,24-101880,2020-08-21_24-101880,pool,TwistHereditarySolid,TwistHereditarySolid_27-73278,10.2,608
2020-08-21,24-101880,2020-08-21_24-101880,pool,TwistHereditarySolid,TwistHereditarySolid_27-73279,9.46,596
2020-08-21,24-101880,2020-08-21_24-101880,pool,TwistHereditarySolid,TwistHereditarySolid_27-73280,9.85,581
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - KLL - GMSMyeloidv1.0,7451-20,44.3,563
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7286-20,40.5,560
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7288-20,40.1,560
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - MPN - GMSMyeloidv1.0,7353-20,39.2,546
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - MPN - GMSMyeloidv1.0,7374-20,38,561
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - KLL - GMSMyeloidv1.0,7385-20,41.5,565
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7403-20,39.6,585
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7228-20,36.1,524
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7232-20,40.1,551
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7243-20,33.5,592
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7285-20,42,596
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - MPN - GMSMyeloidv1.0,7471-20,44.3,557
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - MPN - GMSMyeloidv1.0,7393-20,38.3,552
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7283-20,40.2,540
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7238-20,40.7,555
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7166-20,37.5,553
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7281-20,40.2,551
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7239-20,36,581
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7307-20,37.2,548
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7303-20,42.6,577
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7165-20,48.5,523
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - MPN - GMSMyeloidv1.0,6803-20,38.7,545
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - MPN - GMSMyeloidv1.0,7336-20,39.5,574
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7328-20,32.2,580
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7140-20,32,551
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,6411-19,33.8,531
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - MPN - GMSMyeloidv1.0,6112-20,32.4,535
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,3609-20,34.3,569
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Oparad - MPN - GMSMyeloidv1.0,7299-20,35.9,562
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7197-20,36,579
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7196-20,39.1,628
2020-08-25,24-102369,2020-08-25_24-102369,analyte,Parad - GMSMyeloidv1.0,7143-20,34.8,584
2020-08-26,24-102500,2020-08-26_24-102500,pool,TwistMyeloid,TwistMyeloid_27-73756,2.69,544
2020-08-26,24-102500,2020-08-26_24-102500,pool,TwistMyeloid,TwistMyeloid_27-73755,5.72,595
2020-08-26,24-102500,2020-08-26_24-102500,pool,TwistMyeloid,TwistMyeloid_27-73754,2.2,494
2020-08-26,24-102500,2020-08-26_24-102500,pool,TwistHereditarySolid,TwistHereditarySolid_27-73757,8.72,572
2020-08-27,24-102527,2020-08-27_24-102527,pool,TwistMyeloid,TwistMyeloid_27-73754,2.2,494
2020-08-28,24-102716,2020-08-28_24-102716,pool,TwistMyeloid,TwistMyeloid_27-73888,7.4,586
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - KLL - GMSMyeloidv1.0,7541-20,40.7,535
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - MPN - GMSMyeloidv1.0,7552-20,56.3,542
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - KLL - GMSMyeloidv1.0,7532-20,36.2,553
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - MPN - GMSMyeloidv1.0,7535-20,41.3,578
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,7521-20,37.5,533
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,7530-20,41.1,548
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,4067-20-v2,27.6,566
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - MPN - GMSMyeloidv1.0,7490-20,35.5,547
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - MPN - GMSMyeloidv1.0,7687-20,46.6,550
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - AlloSCT - GMSMyeloidv1.0,7651-20,45.3,543
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,7398-20,36.8,527
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,7306-20,35.8,546
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - MPN - GMSMyeloidv1.0,7610-20,40.2,578
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - MPN - GMSMyeloidv1.0,7614-20,43,556
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7561-20,42.6,550
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7551-20,39.5,560
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7547-20,49.7,561
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7546-20,38.8,538
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7534-20,42.5,551
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7515-20,41.3,569
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7505-20,41.8,564
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7602-20,39.5,564
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7584-20,40.6,540
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,4014-20-v2,38.1,591
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,355-19-v8,32.1,562
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7322-20,37.5,570
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7389-20,39,555
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7325-20,34.6,621
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7411-20,37.7,570
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7408-20,40.3,583
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7670-20,49.9,557
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,7305-20,38.2,542
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7623-20,43.6,562
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7629-20,48.9,567
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7609-20,39.4,581
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7611-20,56.7,543
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7647-20,41.7,562
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7659-20,49.4,540
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,7643-20,43.1,541
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,7646-20,37.2,544
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Oparad - MPN - GMSMyeloidv1.0,7604-20,47.8,550
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,7619-20,38.4,544
2020-09-01,24-103122,2020-09-01_24-103122,analyte,Parad - GMSMyeloidv1.0,7401-20,37.8,548
2020-09-02,24-103311,2020-09-02_24-103311,pool,TwistMyeloid,TwistMyeloid_27-74302,7.14,533
2020-09-02,24-103311,2020-09-02_24-103311,pool,TwistMyeloid,TwistMyeloid_27-74301,7.19,589
2020-09-02,24-103311,2020-09-02_24-103311,pool,TwistHereditarySolid,TwistHereditarySolid_27-74298,9.36,575
2020-09-02,24-103311,2020-09-02_24-103311,pool,TwistHereditarySolid,TwistHereditarySolid_27-74297,10.2,620
2020-09-02,24-103311,2020-09-02_24-103311,pool,TwistMyeloid,TwistMyeloid_27-74300,7.03,616
