Analysis,Classification,Date received,Workflow started (date),Progress,Workflow finished (date),Department,Species,Sequencing runs,Desired read count,Sample concentration (ng/ul),Library concentration (ng/ul),Library concentration (date)
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,7.18,4.35,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,4.25,4.78,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,4.18,4.05,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,3.87,4.78,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,4.52,6.08,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,3.22,3.94,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,5.09,4.58,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-18,Library preparation and QC validation complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,3.47,2.92,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,3.7,3.96,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,3.55,5.19,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,4.41,4.24,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,1.63,4.17,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,2.14,4.94,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,0.45,4.35,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,0.249,4.54,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,1.63,4.59,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,1.65,4.27,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,2.99,4.01,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,3,3.52,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,4.61,4.58,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,3.67,3.87,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,9.29,3.6,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,9.54,3.2,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,4.64,3.62,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,3.52,3.54,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,4.49,3.67,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,5.13,3.56,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,4.78,3.62,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,5.49,3.63,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,3.93,4.36,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-18,Sequencing and Data Analysis Complete,2020-03-20,Klinisk Mikrobiologi,saureus,1,2100000,3.21,3.92,2020-03-18
Microbiology WGS Nextera XT,Rutinprov,2020-03-18,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,3.31,4.53,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,8.03,4,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,21.2,4.1,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,49.2,4.41,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,37.8,4.69,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,2.43,5.33,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,10.7,5.53,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,10.4,2.06,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,12.2,2,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,12.5,2.91,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,24,2.68,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-03-25,2020-03-25,Sequencing and Data Analysis Complete,2020-03-27,Klinisk Mikrobiologi,saureus,1,2100000,18.4,2.7,2020-03-25
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,25.9,1.09,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,13.6,1.16,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,11,0.93,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,25.8,1.21,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,21.3,0.986,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,11.3,1.58,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,14.2,1.24,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,17.7,1.68,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,25.6,1.78,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,20.8,1.11,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,28.2,0.889,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-01,2020-04-01,Sequencing and Data Analysis Complete,2020-04-03,Klinisk Mikrobiologi,saureus,1,2100000,11.2,1.66,2020-04-01
Microbiology WGS Nextera XT,Rutinprov,2020-04-06,2020-04-07,Library preparation and QC validation complete,NA,CTG - Bo Nilsson,sbovis,1,2100000,37.6,1.65,2020-04-07
Microbiology WGS Nextera XT,Rutinprov,2020-04-06,2020-04-07,Library preparation and QC validation complete,NA,CTG - Bo Nilsson,sbovis,1,2100000,33.8,1.82,2020-04-07
Microbiology WGS Nextera XT,Rutinprov,2020-04-06,2020-04-07,Library preparation and QC validation complete,NA,CTG - Bo Nilsson,sbovis,1,2100000,46.7,2.21,2020-04-07
Microbiology WGS Nextera XT,Rutinprov,2020-04-06,2020-04-07,Library preparation and QC validation complete,NA,CTG - Bo Nilsson,sbovis,1,2100000,21.3,2.89,2020-04-07
Microbiology WGS Nextera XT,Rutinprov,2020-04-06,2020-04-07,Library preparation and QC validation complete,NA,CTG - Bo Nilsson,sbovis,1,2100000,22.2,2.06,2020-04-07
Microbiology WGS Nextera XT,Rutinprov,2020-04-06,2020-04-07,Library preparation and QC validation complete,NA,CTG - Bo Nilsson,sbovis,1,2100000,29.7,2.51,2020-04-07
Microbiology WGS Nextera XT,Rutinprov,2020-04-06,2020-04-07,Library preparation and QC validation complete,NA,CTG - Bo Nilsson,sbovis,1,2100000,20.9,3.93,2020-04-07
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,12.3,3.69,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,11.9,4.04,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,19.8,4.07,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,12,3.94,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,8.17,3.7,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,7.44,3.63,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,12,3.61,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,6.18,3.62,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,6.51,3.72,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,10.5,3.86,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,6.53,3.59,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,4.77,3.92,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,3.87,3.83,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,4.29,5.34,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,3.91,1.78,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,4.66,1.21,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,4.12,0.954,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,2.33,2.18,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,1.32,0.966,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-08,2020-04-08,Sequencing and Data Analysis Complete,2020-04-09,Klinisk Mikrobiologi,saureus,1,2100000,5.62,1.59,2020-04-08
Microbiology WGS Nextera XT,Rutinprov,2020-04-15,2020-04-15,Sequencing and Data Analysis Complete,2020-04-17,Klinisk Mikrobiologi,saureus,1,2100000,1.75,1.61,2020-04-15
Microbiology WGS Nextera XT,Rutinprov,2020-04-15,2020-04-15,Sequencing and Data Analysis Complete,2020-04-17,Klinisk Mikrobiologi,saureus,1,2100000,3.84,1.92,2020-04-15
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,1.44,5.5,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-04-15,2020-04-15,Sequencing and Data Analysis Complete,2020-04-17,Klinisk Mikrobiologi,saureus,1,2100000,1.64,1.99,2020-04-15
Microbiology WGS Nextera XT,Rutinprov,2020-04-15,2020-04-15,Sequencing and Data Analysis Complete,2020-04-17,Klinisk Mikrobiologi,saureus,1,2100000,7.19,1.68,2020-04-15
Microbiology WGS Nextera XT,Rutinprov,2020-04-15,2020-04-15,Sequencing and Data Analysis Complete,2020-04-17,Klinisk Mikrobiologi,saureus,1,2100000,4.53,2.44,2020-04-15
Microbiology WGS Nextera XT,Rutinprov,2020-04-15,2020-04-15,Sequencing and Data Analysis Complete,2020-04-17,Klinisk Mikrobiologi,saureus,1,2100000,4,2.32,2020-04-15
Microbiology WGS Nextera XT,Rutinprov,2020-04-20,2020-04-21,Library preparation and QC validation complete,NA,CTG - Martin Sundwall,sbovis,1,1365000,1.32,10,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-20,2020-04-21,Library preparation and QC validation complete,NA,CTG - Martin Sundwall,sbovis,1,1365000,1.37,9.07,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-20,2020-04-21,Library preparation and QC validation complete,NA,CTG - Martin Sundwall,sbovis,1,1365000,0.906,7.29,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-20,2020-04-21,Library preparation and QC validation complete,NA,CTG - Martin Sundwall,sbovis,1,1365000,0.782,8.35,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-20,2020-04-21,Library preparation and QC validation complete,NA,CTG - Martin Sundwall,sbovis,1,1365000,4.07,9.64,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-20,2020-04-21,Library preparation and QC validation complete,NA,CTG - Martin Sundwall,sbovis,1,1365000,5.84,8.78,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-20,2020-04-21,Library preparation and QC validation complete,NA,CTG - Martin Sundwall,sbovis,1,1365000,3.3,6.63,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-22,2020-04-22,Sequencing and Data Analysis Complete,2020-04-24,Klinisk Mikrobiologi,saureus,1,2100000,7.07,4.53,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-22,2020-04-22,Sequencing and Data Analysis Complete,2020-04-24,Klinisk Mikrobiologi,saureus,1,2100000,5.91,5.5,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-22,2020-04-22,Sequencing and Data Analysis Complete,2020-04-24,Klinisk Mikrobiologi,saureus,1,2100000,8.11,5.55,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-22,2020-04-22,Sequencing and Data Analysis Complete,2020-04-24,Klinisk Mikrobiologi,saureus,1,2100000,3.92,4.97,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-22,2020-04-22,Sequencing and Data Analysis Complete,2020-04-24,Klinisk Mikrobiologi,saureus,1,2100000,2.02,4.47,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-22,2020-04-22,Sequencing and Data Analysis Complete,2020-04-24,Klinisk Mikrobiologi,saureus,1,2100000,12,4.51,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-22,2020-04-22,Sequencing and Data Analysis Complete,2020-04-24,Klinisk Mikrobiologi,saureus,1,2100000,25.7,4.48,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-22,2020-04-22,Sequencing and Data Analysis Complete,2020-04-24,Klinisk Mikrobiologi,saureus,1,2100000,22.4,4.67,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-22,2020-04-22,Library preparation and QC validation complete,NA,CTG - Rolf Lood,sbovis,1,2000000,16.4,8.57,2020-04-22
Microbiology WGS Nextera XT,Rutinprov,2020-04-28,2020-04-28,Sequencing and Data Analysis Complete,2020-04-30,Klinisk Mikrobiologi,saureus,1,2100000,5.74,4.22,2020-04-29
Microbiology WGS Nextera XT,Rutinprov,2020-04-28,2020-04-28,Sequencing and Data Analysis Complete,2020-04-30,Klinisk Mikrobiologi,saureus,1,2100000,7.62,3.71,2020-04-29
Microbiology WGS Nextera XT,Rutinprov,2020-04-28,2020-04-28,Sequencing and Data Analysis Complete,2020-04-30,Klinisk Mikrobiologi,saureus,1,2100000,4.6,4.1,2020-04-29
Microbiology WGS Nextera XT,Rutinprov,2020-04-28,2020-04-28,Sequencing and Data Analysis Complete,2020-04-30,Klinisk Mikrobiologi,saureus,1,2100000,19.8,3.65,2020-04-29
Microbiology WGS Nextera XT,Rutinprov,2020-04-28,2020-04-28,Sequencing and Data Analysis Complete,2020-04-30,Klinisk Mikrobiologi,saureus,1,2100000,17.9,4.57,2020-04-29
Microbiology WGS Nextera XT,Rutinprov,2020-04-28,2020-04-28,Sequencing and Data Analysis Complete,2020-04-30,Klinisk Mikrobiologi,saureus,1,2100000,51,3.04,2020-04-29
Microbiology WGS Nextera XT,Rutinprov,2020-04-28,2020-04-28,Sequencing and Data Analysis Complete,2020-04-30,Klinisk Mikrobiologi,saureus,1,2100000,7.89,4.97,2020-04-29
Microbiology WGS Nextera XT,Rutinprov,2020-05-05,2020-05-05,Sequencing and Data Analysis Complete,2020-05-08,Klinisk Mikrobiologi,saureus,1,2100000,23.5,4.39,2020-05-06
Microbiology WGS Nextera XT,Rutinprov,2020-05-05,2020-05-05,Sequencing and Data Analysis Complete,2020-05-08,Klinisk Mikrobiologi,saureus,1,2100000,19.3,5.38,2020-05-06
Microbiology WGS Nextera XT,Rutinprov,2020-05-05,2020-05-05,Sequencing and Data Analysis Complete,2020-05-08,Klinisk Mikrobiologi,saureus,1,2100000,10.7,5.45,2020-05-06
Microbiology WGS Nextera XT,Rutinprov,2020-05-05,2020-05-05,Sequencing and Data Analysis Complete,2020-05-08,Klinisk Mikrobiologi,saureus,1,2100000,10,4.91,2020-05-06
Microbiology WGS Nextera XT,Rutinprov,2020-05-05,2020-05-05,Sequencing and Data Analysis Complete,2020-05-08,Klinisk Mikrobiologi,saureus,1,2100000,10.5,5.41,2020-05-06
Microbiology WGS Nextera XT,Rutinprov,2020-05-05,2020-05-05,Sequencing and Data Analysis Complete,2020-05-08,Klinisk Mikrobiologi,saureus,1,2100000,13.7,5.41,2020-05-06
Microbiology WGS Nextera XT,Rutinprov,2020-05-05,2020-05-05,Sequencing and Data Analysis Complete,2020-05-08,Klinisk Mikrobiologi,saureus,1,2100000,29.3,5.17,2020-05-06
Microbiology WGS Nextera XT,Rutinprov,2020-05-05,2020-05-05,Sequencing and Data Analysis Complete,2020-05-08,Klinisk Mikrobiologi,saureus,1,2100000,17.4,6.23,2020-05-06
Microbiology WGS Nextera XT,Rutinprov,2020-05-13,2020-05-13,Sequencing and Data Analysis Complete,2020-05-15,Klinisk Mikrobiologi,saureus,1,2100000,6.67,3.36,2020-05-13
Microbiology WGS Nextera XT,Rutinprov,2020-05-13,2020-05-13,Sequencing and Data Analysis Complete,2020-05-15,Klinisk Mikrobiologi,saureus,1,2100000,3.44,3.66,2020-05-13
Microbiology WGS Nextera XT,Rutinprov,2020-05-13,2020-05-13,Sequencing and Data Analysis Complete,2020-05-15,Klinisk Mikrobiologi,saureus,1,2100000,3.92,3.05,2020-05-13
Microbiology WGS Nextera XT,Rutinprov,2020-05-13,2020-05-13,Sequencing and Data Analysis Complete,2020-05-15,Klinisk Mikrobiologi,saureus,1,2100000,0.257,2.36,2020-05-13
Microbiology WGS Nextera XT,Rutinprov,2020-05-13,2020-05-13,Sequencing and Data Analysis Complete,2020-05-15,Klinisk Mikrobiologi,saureus,1,2100000,21.6,3.18,2020-05-13
Microbiology WGS Nextera XT,Rutinprov,2020-05-13,2020-05-13,Sequencing and Data Analysis Complete,2020-05-15,Klinisk Mikrobiologi,saureus,1,2100000,0.875,2.33,2020-05-13
Microbiology WGS Nextera XT,Rutinprov,2020-05-20,2020-05-20,Sequencing and Data Analysis Complete,2020-05-22,Klinisk Mikrobiologi,saureus,1,2100000,5.56,2.11,2020-05-20
Microbiology WGS Nextera XT,Rutinprov,2020-05-20,2020-05-20,Sequencing and Data Analysis Complete,2020-05-22,Klinisk Mikrobiologi,saureus,1,2100000,6.48,2.37,2020-05-20
Microbiology WGS Nextera XT,Rutinprov,2020-05-20,2020-05-20,Sequencing and Data Analysis Complete,2020-05-22,Klinisk Mikrobiologi,saureus,1,2100000,6.34,1.83,2020-05-20
Microbiology WGS Nextera XT,Rutinprov,2020-05-20,2020-05-20,Sequencing and Data Analysis Complete,2020-05-22,Klinisk Mikrobiologi,saureus,1,2100000,10.2,2.34,2020-05-20
Microbiology WGS Nextera XT,Rutinprov,2020-05-20,2020-05-20,Sequencing and Data Analysis Complete,2020-05-22,Klinisk Mikrobiologi,saureus,1,2100000,5.77,1.72,2020-05-20
Microbiology WGS Nextera XT,Rutinprov,2020-05-20,2020-05-20,Sequencing and Data Analysis Complete,2020-05-22,Klinisk Mikrobiologi,saureus,1,2100000,6.26,3.02,2020-05-20
Microbiology WGS Nextera XT,Rutinprov,2020-05-20,2020-05-20,Sequencing and Data Analysis Complete,2020-05-22,Klinisk Mikrobiologi,saureus,1,2100000,8.92,2.82,2020-05-20
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,7.53,2.34,2020-05-27
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,25.3,2.73,2020-05-27
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,30.3,3.43,2020-05-27
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,3.94,3.57,2020-05-27
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,10.1,2.96,2020-05-27
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,17.6,3.77,2020-05-27
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,12.4,3.18,2020-05-27
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,16.1,2.29,2020-05-27
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,11.6,3.95,2020-05-27
Microbiology WGS Nextera XT,Rutinprov,2020-05-27,2020-05-27,Sequencing and Data Analysis Complete,2020-05-29,Klinisk Mikrobiologi,saureus,1,2100000,14.8,4.18,2020-05-27
